plz	supermarkt	adresse	nr	lat	lon	id
	COL Market Engl			46.8300309	11.7787170	2328413578
	Spar			46.8287169	11.7762065	2328413683
	Carrefour			44.2059495	8.4134266	2328420356
	Speedy Market			44.2068721	8.4093194	2328420358
	Conad			45.7373407	9.5838694	2329353804
	Billa			44.6980809	11.8015151	2329373084
	EuroSpin			44.7038041	11.7923048	2329681153
	Gala			43.5612901	12.1166864	2329698977
	Simply			44.4203411	8.9257431	2329915019
	Carrefour Express			44.4197432	8.9314292	2329927044
	Todis			43.0534347	12.5737065	2330447531
	PrestoFresco			44.6880469	8.0345972	2330645359
	Gulliver			44.4216792	8.9086010	2331750769
	Ekom			44.4205200	8.9094119	2331750770
	Conad			45.7975380	9.4306386	2331792321
	COOP			44.4267641	8.7885766	2331795314
	Tempofosco materiali edili	Via Pra'	6a rosso	44.4256392	8.7959781	2333439683
21019	Central Market	Piazza Publio Cornelio Scipione	15	45.6841955	8.7067089	2334337134
				42.6164825	13.9260141	2335361481
	Macelleria			42.5805877	13.9818588	2335415985
				42.5748956	13.9956292	2335432859
				42.5732330	14.0019866	2335634776
	Shanghai supermarket			44.4150584	8.9238865	2336334584
	Conad City			43.0567651	12.5764143	2336899399
	EuroSpin			45.5503368	9.1548489	2336975033
	Carrefour Planet			45.6080037	9.1311132	2336980873
37060	Rossetto	Via Trentino	1	45.4397601	10.8653358	2337222354
				36.9179494	14.7270655	2338012983
	Connan			45.5130996	11.3430568	2338103393
	LD			45.6537116	11.3924552	2338281503
	Unes	Via Lodovico Muratori	27	45.4516515	9.2092942	2338459179
				44.1200421	9.7086387	2338577891
	Lidl			44.7262685	8.3014114	2339075499
				40.8836556	17.1633505	2339082839
	Sigma			37.2230892	14.5262595	2339352365
	Decò			37.2174903	14.5285438	2339352366
				42.3236288	11.5857342	2339513883
	Eurospin			42.3477307	11.6095753	2339519295
	Dico			43.0617704	12.5706381	2339886083
	Alimentari			43.0225000	13.6170398	2341195752
	Alimentari Angelini Nicolina			43.0225054	13.6166232	2341195759
				43.0227711	13.6167872	2341195788
	Billa			45.6617321	11.9355537	2343755397
	La Butega del Paes			45.0958226	10.8474096	2344315206
21019	Carrefour Market	Corso Europa	52	45.6846806	8.7030709	2344671866
	Mancini			40.8871506	17.1664033	2345837171
				40.8869567	17.1677706	2345837179
	Famila			45.6974651	12.2573886	2345992261
	NegozioItalia			41.6537157	13.0409654	2346461895
92015	Conad	Via F16	29	37.3938316	13.5305429	2346584999
92015	Acqua & Sapone	Via F16		37.3926458	13.5293457	2346585004
	Prix			46.0232623	11.9150459	2346616527
	COOP			45.6073612	9.5195594	2347486168
	Conad			44.8759720	10.8111878	2347937046
	Coop			44.8747419	10.8192736	2347948962
				45.7257073	12.2749225	2348008167
	Crai			45.7052964	12.2462908	2348452211
	D Più			45.6965361	12.2509043	2348470145
				41.6771647	13.5491991	2348595048
	Market			45.6850216	12.2553135	2349386746
				44.9344181	11.6759071	2349805750
	Spak			45.7030111	12.2204250	2349949513
				39.8005493	15.9092922	2350117027
				42.9411850	13.6287940	2352549778
	Sisa			42.9328460	13.6993150	2352551508
	CRAI			39.8403501	9.6456099	2352589787
39040	Despar	Santnerstraße - Via Santner	8/B	46.5443605	11.5613294	2352648811
	Elite			41.9213976	12.4458796	2353415416
	Simply			40.8843883	17.1717301	2353497866
	Vecchio Mulino Market	Via Provinciale	121/A	44.6800739	9.9247653	2353970176
	SuperMercato			40.6988331	14.4871683	2356275969
	U2			45.0580759	8.2778074	2358230742
	Penny Market			45.0586898	8.2755812	2358230743
	Dico			42.9952759	12.6617964	2358513907
	Ekom			44.4074916	8.9588623	2359294575
10046	Carrefour Express	Via Cristoforo Colombo	2	44.9193278	7.8486157	2360440123
	Catering			44.9237213	7.8374041	2360448808
	Belmarket			45.8712839	12.0788697	2361621042
	Conad			45.4207754	10.0820689	2361746426
	Sapori di Korea	Via dei Magazzini	27 R	43.7706800	11.2568145	2361771217
	sapori dintorni	Borgo San Lorenzo	5	43.7738560	11.2546070	2361795371
	Pam Local	Via Camillo Cavour	64 R	43.7761095	11.2569263	2361908969
	Carrefour Express	Via Sant'Antonino	7	43.7753469	11.2512604	2361917700
	Marguerita Conad	Viale dei Mille	9	43.7806336	11.2790488	2361960932
	Conad City	Via Scipione Ammirato	94	43.7711224	11.2750425	2361965802
	Conad	via sismondo	32	44.3745147	9.8784658	2362020457
20900	Carrefour Express	Via Pretorio	4	45.5849174	9.2745343	2362304252
				45.2153123	10.7586247	2362548932
				45.2128823	10.7605881	2362548933
63074	Eurospin	Viale dello Sport		42.9385037	13.8864866	2362884257
36061	Emisfero	Viale Alcide De Gasperi	80	45.7424568	11.7288277	2362940484
	Coal			42.9372500	13.6975080	2363116456
	Detta Antonio	Piazza Fraiteve	5a	44.9584820	6.8790241	2364751383
	Conad			43.0650757	12.3028323	2365511396
38122	Despar	Largo Nazario Sauro	30	46.0746828	11.1252248	2366096809
	Coop	via Cimabue	47	43.7708341	11.2733484	2366962318
	Conad			39.4923713	16.3801735	2368309185
	Leller Market			45.6713626	9.6113823	2368434735
	Sigma			38.2188470	15.2390502	2370292410
	Decò			38.2225150	15.2394102	2370292411
	Riseria Baucero Vendita al Dettaglio			45.3069066	8.4469470	2371548417
42048	Coop	Via Palmiro Togliatti	1	44.6535764	10.7742261	2372278675
20900	Carrefour Express	Via Bergamo	2/A	45.5839144	9.2820188	2372503834
	Conad			42.9925228	12.5825285	2373212483
	Coop			45.5947771	8.9499187	2375853571
				45.5919525	8.9363177	2375929057
	Simply			45.4621972	10.5538161	2376026773
	COOP Alleanza 3.0	Via San Brunone di Colonia		38.5766777	16.3328529	2376103053
	Italmark			45.4677391	10.5266829	2376156373
20064	Carrefour Market	Piazza Alcide De Gasperi		45.5335866	9.4079720	2376288528
				40.2517625	8.5197686	2376842137
	Crai			45.9078096	11.9079526	2376912705
	Conad			44.3007356	12.1459730	2377896722
	Penny Market			45.4602873	10.5589755	2378081438
	Mercatone Uno			38.1633049	13.2152535	2378151381
20146	Il Gigante	Via Lorenteggio	3	45.4545485	9.1512660	2378832544
				45.5252777	10.7293835	2379064504
25015	Conad	Via Durighello		45.4553594	10.5659209	2379265885
	Simply Market			43.5249096	13.6172625	2379776774
	Penny Market			44.4239365	11.9050159	2380221626
	Conad City			46.0282073	13.2135839	2381020517
	Simply Market			40.5335865	17.4423418	2382159480
	EuroSpin			42.9076521	12.7290435	2382237708
	Eurospin			45.0884214	11.7864552	2383256326
	Centro Commerciale Le Torri			45.0680344	11.7858547	2383280538
39040	Despar			46.6039783	11.5197897	2383305273
	DICO			45.0481021	11.7866269	2383309055
	Carrefour Express	Via Carlo Darwin	2	45.4455685	9.1761424	2383340287
	EKOM			44.4250726	8.7987084	2383731461
	EUROSpin			45.5373399	10.7757863	2385689412
96014	Eurospin	Via S. Albani		37.0934896	15.1502189	2385768102
	Metà			43.1102863	12.3893174	2386138871
00183	Tigre	Via Faleria	30	41.8835905	12.5106793	2386417022
	CONAD			44.1429077	8.2410591	2386601511
	Sermark			45.8087377	9.8537358	2387632739
	Pam			45.4972296	9.2311553	2387910039
	Despar Schuster			46.6079611	10.8776473	2389595169
	Passuello A&O			46.6023627	12.4796144	2389603932
	Coop Perlaverde			43.9959961	12.6474012	2390872111
	Maxi COAL	Via Le Mosse		43.1431382	13.0792767	2391072268
	Paghi poco			37.5857648	15.0896291	2391598531
	Sigma			45.7109193	10.2198842	2392187115
	Dimeglio			40.8912148	16.9496579	2393288273
	Supermercato CRAI			40.8827106	16.9468816	2393331838
	coop			44.1246812	8.2549812	2394932703
	SuperM di Brugine			45.2999407	11.9917948	2395930673
45100	Interspar	Viale Porta Po		45.0310488	11.7799484	2396917700
	Sous Le Pont Du Besson			45.8239645	7.1835960	2397502458
36031	A&O	Viale dei Martiri	19	45.6344293	11.5507461	2399090400
	La Scogliera			40.0332964	15.2886751	2399404442
				40.0329651	15.2880877	2399404446
	CRAI			40.0391853	15.2882950	2399487173
				40.0370267	15.2867838	2399490876
	A&O			37.5748422	15.1543789	2399546949
	Alimentari Battistel			45.9833902	11.7574945	2400213201
				46.1367680	9.3737432	2401368994
	Mercatino			45.0213777	7.9497972	2402549083
	simply			45.0212588	7.9508325	2402549234
	Crai			44.2214278	12.3806881	2402567588
				45.1298981	7.9421210	2404038069
25136	Conad Superstore	Via Triumplina	173	45.5755195	10.2297282	2404135179
	Conad City			45.9950640	10.9756160	2405762085
	Margherita Conad			46.0447920	10.9833700	2405762107
	Famiglia Cooperativa			46.0622120	10.9882570	2405762126
				38.0842243	13.5023427	2405976293
	MegaMercato - SISA			40.9054989	14.2849007	2406195557
	Il Conte			38.6324986	15.8446750	2406321338
	Carrefour Express	Piazzale Luigi Cadorna	13 N01	45.4677447	9.1758834	2406983947
	Spar			45.6141896	10.5508152	2407385328
	A&O			45.3233047	8.4157473	2407746327
	Todis			41.2952207	13.2382673	2407978229
				41.0310519	15.9702558	2408599845
				41.0324217	15.9714654	2408599854
				41.0217986	15.9626919	2408601186
	Maxi Coal	Contrada da Macchierio		41.7939154	14.5658358	2408803490
	MD			45.3509926	10.8884564	2408813343
26026	Lidl	Via Guglielmo Marconi	95	45.1859320	9.7928295	2408864225
	Hard Discount			37.9699902	13.4572434	2408900219
	Carrefour Express	Via Luigi Settembrini	27	45.4828629	9.2069168	2409840799
	Coop			44.9719329	11.9699534	2410022925
10064	Biobottega	Via Poirino	35	44.8836879	7.3488635	2410216903
	Penny			45.3551321	9.6784756	2410869569
				42.7319438	13.9769518	2411007323
	Conad			43.4756875	11.8724529	2411182106
	Picard Surgelati			45.4577320	9.2131495	2411458278
	A & O			45.9665797	12.6665381	2411891947
	Despar			45.9728872	12.6494626	2412154742
	Cristaldi	Corso Sicilia	81	37.5078789	15.0897863	2412395118
	Ok Market			44.3308168	7.4909759	2412584660
	Lidl			43.6253396	10.6191482	2412831020
	Tocal	Via Matteo Renato Imbriani	224b	37.5194129	15.0884965	2412926851
	Market Costantini Timavo			45.6932790	13.1498293	2413019438
	ISA	Via Ciriaco Carru		40.7438590	8.5684188	2413988655
	eurospin			41.6231784	15.8953716	2414006820
39040	Market Lüsen	Dorfgasse	6	46.7456523	11.7616528	2415255121
	Tocal			37.5184325	14.9673309	2415689662
	Metà			41.2888245	13.5261763	2415820660
	Tuodì			45.8546222	10.5700353	2416095063
	Conad City	Via Cristoforo Colombo	8	40.7450423	8.5556709	2416144739
	Supermercati Conad	Via Giovanni Cantini	53	43.3257787	10.5046130	2417437985
	Buon Mercato			45.3618415	9.6700134	2417602000
	Famiglia Cooperativa			46.3364953	10.8884222	2417769362
	Sisa			40.7437846	14.7719619	2418657133
20900	CRAI	Piazza Santa Caterina da Siena	3	45.5775159	9.2984405	2418772688
20900	Sigma	Via Angelo Ramazzotti	22/H	45.6018375	9.2650207	2418807858
	Decò			40.9122314	14.7798762	2418838122
	Doro			43.8364790	7.8793890	2419089710
	LD Market	Via Milano		45.5621873	8.1078801	2419523325
				45.8708603	12.4520548	2419807741
	Issimo Sisa			38.1208120	15.0643992	2420747160
	Speed Market			38.1166987	15.1007783	2422042398
	Famiglia Cooperativa			46.1690075	10.7624055	2422077795
	Lidl			46.6785952	11.1443652	2423803452
	Discount Dico			43.5843458	10.6305004	2424467022
				45.1348110	12.0767592	2425290820
	Spar			45.1352537	12.0795648	2425290833
				45.0308500	11.6413312	2425353273
				45.0298131	11.6458668	2425353277
	MD Discount			40.8915438	14.0853714	2425845443
	Eurospin			42.4436881	14.2073244	2426805108
	Conad City	Via Fucini	26	43.4058484	10.4091660	2427174483
	Tigre			42.8266181	13.7146525	2427185468
	Dico			42.8241447	13.7082688	2427247373
	Lidl			42.8210599	13.7106828	2427247376
	A&O			45.8578561	11.3463237	2428619169
				41.3912737	13.0003164	2428845460
	Di Cotti e di Crudi			45.6245071	9.6253996	2429019157
	Carrefour Local			44.8334739	8.0638364	2429203856
25087	Auchan	Via Montessori	1	45.6014463	10.5158470	2429268123
20900	Coop	Via Lecco	32	45.5877113	9.2848339	2429310000
	EuroSpin			46.6664127	11.6126882	2429403534
	Sapore Di Mare Pescheria			43.0570125	12.5677432	2429694334
	Conad SuperStore			43.0549349	12.5828845	2429703520
	Conad			43.0670311	12.5575583	2429716502
	NaturaSi	Via delle Casaccie	74	44.4070666	8.9385273	2430275669
	Crai			45.8533041	11.8786298	2430311944
	GOL Market			46.5535695	10.5114144	2431151649
	CLEM Market			46.4668036	10.3735827	2431167676
38026	"Agrimarket ""La dispensa"""	Via Bartolomeo Bezzi	11	46.3096509	10.7309159	2431189453
				45.8864058	10.5979582	2431236435
	Famiglia Cooperativa			46.4167573	11.0849878	2431263163
	spar			46.3919901	11.0611356	2431263201
	Poli Supermarket			46.8942123	11.4301387	2431292271
	Eurospin			43.2627946	13.0109550	2431634854
58022	Conad City	Via Litoranea	81b	42.9273490	10.7470123	2431750190
	Peroni			45.2929495	10.2726650	2432098738
				45.2910286	10.2701306	2432098768
20122	Carrefour Express	Via San Senatore	16	45.4570986	9.1900534	2432133671
39042	Pro Natura	Stadelgasse - Via Fienili	6/B	46.7177602	11.6546556	2432683837
	Alìper			44.7710397	12.1305114	2432725525
				40.7430796	13.8679279	2433397973
				37.3929418	14.3717371	2433552093
	Supermercato Sigma			45.3548605	10.1430570	2433650577
	Italmark			45.3484664	10.1371568	2433650787
87100	Interspar			39.2958742	16.2569315	2433762036
	OK Sigma			45.4558149	9.1836260	2434270046
	Coop			44.6921280	12.1834483	2434423561
	Conad			39.2101558	8.3835531	2434907409
	Cash and Carry			39.2039436	8.3859070	2434907448
	NaturaSì			44.4241182	12.1721335	2435080586
	In's			44.4178823	12.2191887	2435372021
	Conad			46.7676027	12.1149458	2437760827
	Super mercato			40.9135712	14.7688654	2438993155
	Despar			46.5360495	11.3307897	2440235917
				45.8043994	11.7115794	2440637529
	Acqua & Sapone			45.7475555	11.6639091	2440794541
				43.3103508	10.5158231	2441013096
	coop.fi			43.8642164	10.8091656	2441134440
				45.6873465	11.5719213	2441160685
39030	Spar	Im Dorf	14	46.9777078	11.9384336	2441640418
				44.7724333	8.3519303	2441709343
				44.7723277	8.3536437	2441709346
	Davide			45.6641517	11.5641748	2441775281
	Pam			43.3566443	12.5638161	2442461268
	Doro	Via Serra	20	44.2918069	7.8760708	2443056340
42122	Sigma	Via Alberto Ferioli	18	44.6829124	10.6631056	2443142310
	Conad City			44.7965119	11.9709786	2443189098
	Despar			46.6821218	11.8975707	2443474961
	Cooperativa di consumo			45.8124369	8.9198512	2445694505
				46.2775925	12.3729651	2445731068
72020	Simply Market	Via Antonio Canova	3	40.4735743	17.9680463	2445774331
	Carrefour			45.9716582	8.8467861	2446382817
	Punto Sma			43.8311776	10.2894570	2446832971
24030	LD Market			45.7153654	9.4575078	2447334455
06030	eMI Supermercato	Piazza del Mercato		42.8721052	12.5590781	2448209969
06030	Discount Alimentari	Via Roma	87	42.8697677	12.5564877	2449104889
	Famila			44.9966016	10.8562628	2449203482
				45.5627101	11.9078203	2449594469
	Il Germoglio			45.7464907	11.6598810	2449836047
	Coop			42.5653430	11.1692183	2450395517
36063	Coop	Via Montello	22	45.7480683	11.6665721	2450401906
	Mini Market			45.7604371	11.7291923	2450595391
	Issimo			45.1694790	11.3949160	2450613298
	Conad			43.3033759	12.3390363	2450747742
	Eurospin			43.2971473	12.3500869	2451033271
	Decò Superstore	Viale delle Arti e dei Mestieri	10	37.6375390	14.8769298	2452073855
36050	Coop	Via Molino	4	45.6307455	11.6249438	2452452618
67100	I tre moschettieri	Via Vetoio		42.3674739	13.3535620	2452641734
	Conad City			46.1408772	9.2929186	2453039480
20900	Carrefour Express	Via San Gottardo	75	45.5854007	9.2658091	2453454190
	Bingo			45.9708039	12.5521445	2454133344
	È il mio mercato			45.1083134	7.2577773	2454160848
	Todis			40.5463162	17.4367939	2454234309
	Despar			46.5710518	11.9317329	2454263888
	Despar			46.4257528	11.3362580	2455560223
	Despar			46.4281108	11.3347871	2455560225
20124	Tigotà	Via Pola		45.4888649	9.1932183	2456097874
	Eurospin			40.3297620	17.9434131	2457598595
	Carrefour 			41.2721541	13.0985999	2458362759
	Minimarket Castellaccio			43.4888044	10.3628004	2459874409
	LD market			45.3201629	8.8538726	2459900764
				37.0873540	14.5606814	2461461112
				37.0918514	14.5634441	2461478931
	Decò Superstore			38.0334066	14.0153920	2461688055
				44.3012265	7.7973268	2461862566
				38.0300490	14.0188032	2463279356
	A&O			46.2892309	12.4375844	2464276295
	Carrefour Market	Via Prenestrina Antica		41.8312330	12.8994836	2464579541
				45.4656190	9.2203743	2464701024
	Supermercati DUEA			41.4435258	13.8324635	2465442042
	Gari Blu			41.4464256	13.8310602	2465443493
				45.5181483	10.9075377	2465530265
06121	Meta	Via Guglielmo Marconi	16	43.1073900	12.3901874	2466579859
	EuroSpin			46.7274266	11.6531463	2466695232
	Ipercoop	Viale Umbria	3	45.4480501	9.2124663	2466796985
	Ali'			45.7075803	11.8025994	2466872935
	Ipercoop			45.1687806	10.8229295	2466933095
38030	Famiglia Cooperativa	Via Principe Umberto	1	46.1572698	11.1526251	2468231578
	Interspar			45.5410924	11.5549610	2469014888
	Despar			46.5010404	11.3612495	2469358487
	Mercatino Alimentare			38.1977652	15.3501781	2470147017
	Tigre			42.9144986	13.9037843	2470180048
	Coop			46.1296895	13.4326121	2470544446
	Carrefour Express			45.4693742	9.2247854	2471327872
				37.8223467	15.2281944	2472176106
				46.5066083	13.3066792	2473185351
	Cash Center			46.7283579	11.6518147	2473296804
	Vivo			45.4923069	10.8001195	2473883011
	Punto Simply			42.7628941	10.8816866	2475284135
	Decò			38.2088126	15.3496478	2475337198
	Conad			46.0560983	11.1216631	2475915032
	A&O			45.7424273	11.6515307	2475929160
	Supermercato Nuzzo			41.0725736	14.2960238	2476320229
	Supermarket Sigma			41.0814843	14.2750186	2476409543
40026	SIGMA	Via Giuseppe Di Vittorio	70	44.3670005	11.7059483	2476623923
20123	Auchan	Via Circo	1	45.4615109	9.1809868	2476767206
	Conad			43.1113071	12.3778973	2476778768
	Cieri Alimentari			41.9524191	14.6028237	2477632228
	Auchan			37.4718564	15.0483274	2477687922
	Despar	Via dell'Aeroporto		42.7636583	10.2370720	2479442002
				41.9538835	13.6956372	2480469160
	Alimentari Conad - Margherita			43.0714856	12.3163229	2481027989
	Gulliver			44.8995925	9.0526127	2481130501
	Ipercoop			42.8994783	13.8926527	2481772315
	Conad			42.8085691	13.9353892	2483886289
				46.0590482	11.9327427	2485437498
				46.0684138	8.6930865	2485497848
	CarrefourExpress			45.3179163	9.5066076	2485573484
				45.8278321	9.2245827	2486063162
40056	Coop	Via della Stazione	8/10	44.5124977	11.1303824	2486106466
	Coop		1976	45.4438596	12.3294998	2486203141
	Eurospar			46.0557955	13.2234078	2487093320
25010	Conad			45.7711076	10.7605864	2487232580
	Supermercato Bertoni			45.8578122	12.9289138	2488163945
20025	Penny	Via per Villa Cortese	90	45.5716240	8.9010669	2488173179
				46.1619449	13.2103796	2488643821
	Coop	Via Ximenes	17	42.7589121	11.1114350	2488719226
	D Più			43.4071101	11.7977232	2489332796
	Supermercato A&O	Via Roma	114	46.2668654	12.2998110	2490234845
	Todis			43.0906147	12.4459211	2491590050
40033	Carrefour	Via Marilyn Monroe		44.4878268	11.2492478	2492291129
	Carrefour			40.8220168	14.7656646	2492439441
	Spar			42.8035601	10.7342494	2492473268
	Alimentari La Bottega			45.8466861	12.9649896	2492627177
	Margherita			42.7659847	10.3978197	2492630713
	Super W			46.0434503	12.0200194	2494853638
				40.1726953	15.5444868	2495972203
	Dix			46.0317034	11.9972636	2495977324
				45.8515138	12.2494524	2497362352
	Penny Market			42.9425098	10.5354284	2497623513
	COOP			42.2943736	12.4125230	2498024286
	Superconti			42.2980101	12.4145285	2498024288
65010	Tradizione carni Collevecchio	Via Gioacchino Di Marzio	25	42.4555656	14.1371656	2498326469
	Conad			44.8738214	11.6018413	2498394195
	EuroSpin			44.8742969	11.6024661	2498394201
	Alta Sfera Cash & Carry			44.8762907	11.6028094	2498399912
				38.0360477	14.0185348	2498559129
	Capriva			45.9411631	13.5141189	2499261736
	Sisa	Via San Sebastiano		41.7914970	12.7551012	2500864341
				40.6117256	14.5336760	2500871684
	Ipercoop			44.0675358	12.5295402	2501859414
41042	Ecu	Via del Crociale	6a	44.5354787	10.8355253	2502424300
	Conad	Via Argine Ducale	288	44.8325381	11.6070910	2502773085
	Conad City			44.8317772	11.6189920	2502775573
	EuroSpin			43.1448086	13.0669732	2503327601
	Despar			46.1213612	13.5220568	2504417934
				45.6632151	11.2865810	2504439261
41042	Issimo	Via Adige	14	44.5332417	10.8344401	2504622262
75100	Eurospar			40.6809130	16.5771450	2504671908
	Coop Celle			44.0682583	12.5494663	2505230771
	LIDL			45.0880439	11.6027893	2505253066
		Via Borgaro	97/d	45.1018876	7.6627566	2505306903
				40.4041095	15.0050789	2506487072
	Fruit Pellegrino	Via Simon Bolivar	20	39.9989538	15.3711679	2506758601
	QUI Discount Market	Via Nazionale		40.0740181	15.5224693	2506811047
	Lidl			45.4738436	12.2312119	2507760676
	Sigma			40.6745341	16.5922165	2507831110
	Lidl			45.4700690	7.8939656	2509368083
	CRAI			45.8792541	12.8846556	2509485689
61037	Conad City	Via Molise	2	43.7667375	13.1352112	2509581941
21013	Carrefour	Viale Milano	163	45.6446321	8.8182509	2510262116
21013	Carrefour Iper	Via Lario	37	45.6523393	8.7845159	2510267042
10022	C.F. MARKET SNC	Via Don Zappino	12	44.8556023	7.7741292	2510518330
	Todis			37.4928718	13.2659299	2510541649
	Conat City			37.4986952	13.2710642	2510546883
75100	Primo Discount			40.6784788	16.5873237	2510602429
75100	Eurospin			40.6733284	16.5868149	2511829028
75100	Sigma			40.6785807	16.5805600	2511831692
				40.6026587	15.6924598	2512748533
	Pickup			40.6029274	15.6911559	2512748534
				40.5873322	15.6773880	2513424922
				40.5858116	15.6755170	2513429886
	Mag Market			40.5812166	15.6763692	2513429904
	Alimentari			40.1019430	8.9542081	2513639624
75100	Crai	Via Ferruccio Parri		40.6685743	16.5981647	2513647009
75100	Supermercato Dok	Via San Pardo	57	40.6767671	16.5961199	2513694924
	LD Market			44.8153750	11.6236442	2514198091
				46.1217914	12.3597624	2514502415
30135	Coop	Fondamenta Santa Chiara	506/A	45.4394178	12.3179954	2514785580
				46.0578513	11.7871717	2515656434
				36.8182828	14.4622523	2516219593
	Despar			45.8483413	12.8142212	2516420708
				40.2146076	9.2835104	2516902042
	Emporio Cosseddu			40.2116931	9.2836545	2516902044
	Supermercato Pick up			40.0524810	15.8395130	2517397893
	Sessa			36.8861679	15.0775697	2517440970
	Latte Rugiada srl			40.6704470	16.5768280	2517492086
	Coop			37.8177708	12.7986057	2517845885
				45.7541524	10.9970527	2518516211
63824	D'Italy			43.1062477	13.8373256	2519556098
46031	Fashion District Mantova Outlet	Via Marco Biagi		45.0875957	10.8570570	2519683038
	IperCoop Perugia			43.0891289	12.4697936	2520256500
	Emi spesa			43.0512418	12.3293506	2520868729
	Superconti			43.0551112	12.3345527	2520890421
				36.7832567	14.5565020	2520917937
74023	Pascar	Via R. Leoncavallo	5	40.5328082	17.4363093	2521188557
	Interspar	Via Sante Biasuzzi	28/32	45.6719646	12.1757073	2522211618
	LIDL			45.5034924	10.9348176	2522838706
	Famiglia Coop			45.9934545	10.9719596	2524024264
	Conad			40.8699685	14.2672425	2524077170
	I good prodotti surgelati			40.5367894	17.4362641	2524115170
98123	Simply Market SMA	Viale San Martino	210	38.1820889	15.5525143	2524330296
	Bennet			45.0366602	7.6579930	2524443635
	Famiglia Cooperativa Coop			45.9385466	10.6381656	2525009248
				45.8168020	10.9541652	2525247396
21024	Il Mio Gigante	Via Giuseppe Borghi	48	45.7990715	8.7034384	2527780038
				40.8720317	14.2663059	2529282559
	Conad			44.4697516	11.6335825	2529770201
				45.6182381	9.0793819	2530644461
	SAI Superemme			40.6616487	16.6102770	2531908402
34151	Euro Surgelati Italia	Via Nazionale	4/1	45.6826932	13.7828447	2532172069
	Conte			38.3517608	16.4776326	2532424935
	Simply			38.3438790	16.4664207	2532424946
	Conad			38.3425939	16.4656694	2532482832
	Simply Market 			38.3394953	16.4546888	2532484807
	Coop			44.2814745	11.9064857	2532738616
48018	Panda	Via Forlivese	16	44.2810801	11.8952380	2532738620
	Picard			45.4831830	9.2145090	2533432805
	CONAD			42.3869602	12.9544000	2533524082
	A&O			46.0172162	11.6351456	2534761412
	Simply			45.4942203	9.1859612	2535463886
39041	MPREIS	St. Valentinstraße - Via S. Valentino	9a	47.0044231	11.5054193	2535696992
	Conad			42.6547562	13.6835799	2536856873
	Sigma			42.6507926	13.6804198	2537287241
	C+C Supermarket Passeier			46.7847810	11.2276922	2537349085
	Dico discount			43.5819537	12.1251509	2537594347
	LIDL			44.9859545	8.9879268	2537872717
	Alpi Market			45.7745471	10.2380496	2538784545
	Coop			46.1839918	12.2779115	2540415762
	Famila			46.1813086	12.2749241	2540415764
	Ossola SAS			45.0713256	7.6979902	2541013709
	Centro Surgelati	Piazza Porta Gusmana	2	37.6155053	15.1647214	2541764205
	Esselunga			43.8793435	10.2507842	2542371249
	Esselunga	Viale Roma		44.0204040	10.1256612	2542390421
36051	Famila	Via Ortigara	1	45.5289175	11.4973987	2543253429
	La bottega Simply			45.7370437	7.3287942	2543394289
	Eurospin			37.6215192	15.1518428	2544562036
	Decò			37.6220949	15.1504121	2544584677
63074	Sì	Via Roma	105	42.9539639	13.8798344	2544626318
63074	Todis	Via Calatafimi	80/A	42.9549356	13.8810092	2544626322
63074	Simply Market	Via Gabriele D'Annunzio	48	42.9611224	13.8771129	2544626346
	REurospesa (Unione Cooperativa Bressa)			46.0334931	13.1435940	2545224891
				46.8911715	11.8624924	2546173421
36063	Coop	Via Tiziano Vecellio	2	45.7384449	11.6404162	2547400992
	Guliver			44.9621115	8.9346293	2549297767
10149	In Piedi	Via Orvieto	19	45.0929220	7.6705259	2550290193
	Conad Margherita			42.8678454	12.2664345	2550411001
	Famiglia Cooperativa			46.1272515	11.2476583	2554327644
				42.9568441	11.3852600	2554498029
	Punto Simply	Via Coclite	21	42.7636079	11.1044637	2556988981
	Eurospin			43.8641392	11.0677179	2557579688
61049	Conad	Via Roma	9	43.6690245	12.5199959	2558547440
62100	Tigre	Viale Giacomo Leopardi	"93,95"	43.3014206	13.4475437	2558766666
				44.9590125	8.9311997	2559157967
	Faro			46.7312068	11.6523923	2559535407
	Imai Market City			45.3197200	8.4333339	2559676811
	Tigota			44.9938011	9.0107189	2560754029
98124	Punto Sma	Viale San Martino	407 E	38.1719799	15.5436758	2561401370
	iN's			45.3218640	8.4275422	2561706581
	Simply Market	Via Papa Giovanni Xxiii	21	42.7527703	11.1075082	2561988445
50121	Conad City	Via Pietrapiana	42/44	43.7714911	11.2630397	2562483665
50123	Sapori & Dintorni Conad	Largo Fratelli Alinari	6/7	43.7762291	11.2502306	2562483666
	In's Supermercati	Piazzale Antonio Gasparri		41.7369647	12.2576982	2564596970
	Esselunga	Via Gramsci	544	43.8261013	11.2121365	2565632350
			13	45.4952863	9.3762648	2566001624
	Crai Piccinin			45.8527219	12.6329549	2566591455
20154	Esselunga	Viale Don Luigi Sturzo	13	45.4834466	9.1896223	2566864255
06125	Conad Il Rusticotto	Via delle Ghiande	108	43.1378453	12.3980301	2570220372
	Ekom			44.3635850	9.1441057	2570286204
	Ekom			44.3837914	9.1639955	2570313034
	In's			44.5041093	8.8936483	2572109364
	Super Crenna - Affiliato Gulliver			44.8235104	9.1557552	2572276288
00171	CRAI - Magrelli e Pierantozzi	Viale Palmiro Togliatti		41.8928839	12.5749028	2572694409
20154	u! express	Piazza Sigmund Freud	1	45.4842531	9.1866545	2573561563
